ngrp,lvdate,exdate,mcode,int_loc
9,25mar1999,27mar1999,24,1
6,13jul1998,28mar1999,16,1
3,28mar1999,28mar1999,20,1
19,15aug1998,28mar1999,16,1
17,15jun1998,15mar1999,17,1
8,,24apr1999,2,1
12,02jul1998,15apr1999,,1
4,26mar1999,24apr1999,16,1
18,29jun1998,24apr1999,9,1
10,31mar1999,09apr1999,19,1
8,05apr1999,05apr1999,19,1
15,15jan1999,24apr1999,18,1
4,15mar1999,15apr1999,19,1
7,15mar1999,24apr1999,16,1
9,27jan1999,21apr1999,18,1
4,15mar1999,18apr1999,19,1
1,15sep1998,19apr1999,27,1
8,26mar1999,04apr1999,18,1
6,15may1998,24apr1999,21,1
5,,24apr1999,3,1
4,15mar1999,15apr1999,19,1
6,31mar1999,24apr1999,19,1
11,01apr1999,24apr1999,19,1
3,23mar1999,20apr1999,19,1
18,24mar1999,24apr1999,19,1
7,31mar1999,03apr1999,16,1
9,31mar1999,04apr1999,4,1
6,24mar1999,25apr1999,19,1
20,01apr1999,26apr1999,25,1
4,15mar1999,26apr1999,19,1
5,17mar1999,18apr1999,11,1
3,16apr1999,26apr1999,27,1
5,07apr1999,26apr1999,11,1
6,02apr1999,02apr1999,2,1
7,28mar1999,30mar1999,2,1
7,14apr1999,26apr1999,11,1
8,27mar1999,28mar1999,16,1
12,15may1998,15feb1999,3,1
18,29aug1998,24apr1999,9,1
7,20mar1999,23apr1999,19,1
3,15mar1999,20apr1999,19,1
7,06mar1999,24apr1999,27,1
15,27dec1998,24apr1999,18,1
9,03apr1999,24apr1999,15,1
10,27mar1999,24apr1999,16,1
1,28mar1999,30mar1999,19,1
7,20aug1998,04apr1999,22,1
4,28mar1999,07apr1999,19,1
10,15apr1998,01apr1999,18,1
8,28mar1999,08apr1999,19,1
6,03apr1999,07apr1999,25,1
5,28mar1999,07apr1999,19,1
10,15mar1999,28mar1999,19,1
10,30mar1999,07apr1999,15,1
5,28mar1999,07apr1999,27,1
1,05apr1999,23apr1999,,1
99,30mar1999,08apr1999,,1
2,30mar1999,08apr1999,,1
9,21mar1999,07apr1999,15,1
5,28mar1999,08apr1999,,1
5,01apr1999,08apr1999,,1
5,10mar1999,10mar1999,,1
7,23feb1999,01apr1999,,1
6,05apr1999,06apr1999,,1
10,01apr1999,09apr1999,,1
5,02apr1999,07apr1999,,1
4,30mar1999,07apr1999,,1
4,30mar1999,07apr1999,,1
11,29jun1998,07apr1999,9,1
5,01apr1999,11apr1999,,1
3,27may1998,05apr1999,21,1
7,25feb1999,06apr1999,27,1
6,06jan1999,03apr1999,18,1
2,04apr1999,06apr1999,,1
4,01apr1999,07apr1999,19,1
6,10sep1998,07apr1999,27,1
8,01apr1999,07apr1999,,1
9,20jan1998,08apr1999,21,1
7,30mar1999,07apr1999,,1
3,06apr1999,08apr1999,,1
4,01apr1999,06apr1999,,1
6,21mar1999,07apr1999,15,1
8,05apr1999,06apr1999,,1
5,01apr1999,07apr1999,,1
1,01apr1999,06apr1999,,1
11,03apr1999,07apr1999,,1
6,31mar1999,07apr1999,,1
5,29mar1999,07apr1999,,1
4,27mar1999,06apr1999,,1
7,01apr1999,22apr1999,,1
4,31mar1999,08apr1999,,1
11,01apr1999,04apr1999,9,1
10,30mar1999,07apr1999,,1
5,29mar1999,03apr1999,19,1
7,08jan1999,16apr1999,19,1
15,01apr1999,08apr1999,,1
4,30mar1999,02apr1999,,1
6,31mar1999,07apr1999,19,1
6,04apr1999,07apr1999,,1
8,20jan1999,07apr1999,18,1
6,31mar1999,07apr1999,,1
8,28mar1999,07apr1999,,1
10,03apr1999,07apr1999,15,1
5,30mar1999,07apr1999,,1
7,03apr1999,06apr1999,15,1
10,28mar1999,07apr1999,9,1
7,17apr1999,19apr1999,11,1
12,25mar1999,25mar1999,5,1
8,01apr1999,01apr1999,1,1
7,13apr1999,13apr1999,11,1
7,10mar1999,24mar1999,20,1
17,02apr1999,02apr1999,24,1
11,03apr1999,03apr1999,24,1
7,04apr1999,04apr1999,24,1
7,26feb1999,26feb1999,20,1
8,26mar1999,26mar1999,24,1
11,04apr1999,04apr1999,24,1
5,26jul1998,05apr1999,24,1
7,26jul1998,05apr1999,24,1
9,28mar1999,30mar1999,4,1
13,05apr1999,05apr1999,5,1
4,05apr1999,05apr1999,20,1
6,26mar1999,26mar1999,24,1
26,15mar1999,15mar1999,24,1
5,26mar1999,26mar1999,16,1
2,26mar1999,03apr1999,24,1
7,01apr1999,01apr1999,4,1
11,03apr1999,05apr1999,16,1
21,12apr1999,12apr1999,9,1
5,05apr1999,05apr1999,17,1
6,26mar1999,26mar1999,,1
10,05apr1999,05apr1999,24,1
7,26mar1999,26mar1999,24,1
20,26mar1999,26mar1999,4,1
4,26mar1999,10apr1999,9,1
4,05apr1999,05apr1999,24,1
8,03apr1999,03apr1999,24,1
5,27mar1999,31mar1999,24,1
9,12jun1998,15mar1999,16,1
6,17apr1999,17apr1999,11,1
10,01apr1999,01apr1999,16,1
3,28apr1998,01jan1999,24,1
4,01apr1999,01apr1999,,1
10,03apr1999,03apr1999,24,1
14,27mar1999,27mar1999,5,1
5,06apr1999,06apr1999,24,1
8,15mar1999,23mar1999,24,1
7,27mar1999,07apr1999,16,1
7,25mar1999,03apr1999,24,1
20,11apr1999,11apr1999,9,1
8,11apr1999,11apr1999,9,1
7,24mar1999,24mar1999,24,1
8,02apr1999,02apr1999,24,1
7,25mar1999,25mar1999,24,1
27,02apr1999,02apr1999,24,1
9,27mar1999,27mar1999,24,1
6,15apr1999,15apr1999,11,1
6,15apr1999,15apr1999,13,1
11,12apr1999,12apr1999,13,1
6,27mar1999,27mar1999,20,1
14,16apr1999,16apr1999,11,1
7,25mar1999,25mar1999,20,1
6,17apr1999,17apr1999,11,1
6,19apr1999,19apr1999,13,1
12,15apr1999,15apr1999,11,1
4,28mar1999,28mar1999,11,1
9,28mar1999,12apr1999,4,1
5,14apr1999,14apr1999,11,1
6,15may1998,12apr1999,21,1
14,01apr1999,01apr1999,16,1
15,08apr1999,08apr1999,9,1
22,20mar1999,21mar1999,20,1
23,13apr1999,13apr1999,11,1
8,15apr1999,15apr1999,11,1
4,16apr1999,16apr1999,11,1
11,05jun1998,15apr1999,21,1
10,11apr1999,11apr1999,21,1
2,14apr1999,14apr1999,11,1
9,08apr1998,07apr1999,21,1
15,16apr1999,16apr1999,13,1
2,11apr1999,11apr1999,21,1
5,11apr1999,11apr1999,21,1
5,11apr1999,11apr1999,21,1
5,16apr1999,16apr1999,11,1
8,11apr1999,11apr1999,21,1
13,23mar1999,02apr1999,24,1
4,15mar1999,15mar1999,21,1
10,15apr1999,15apr1999,11,1
5,17apr1999,17apr1999,11,1
10,16apr1999,16apr1999,27,1
3,15apr1999,15apr1999,11,1
10,,,,1
7,15apr1999,15apr1999,11,1
12,14apr1999,14apr1999,13,1
7,15sep1998,15apr1999,27,1
4,15apr1999,15apr1999,11,1
9,22mar1999,15apr1999,25,1
7,16apr1999,16apr1999,13,1
12,19apr1999,19apr1999,21,1
3,14apr1999,14apr1999,11,1
4,08apr1999,14apr1999,6,1
5,24mar1999,16apr1999,11,1
6,10apr1999,10apr1999,9,1
2,15apr1999,17apr1999,21,1
3,15apr1999,15apr1999,16,1
12,14apr1999,14apr1999,11,1
7,26mar1999,26mar1999,24,1
10,15mar1999,15mar1999,6,1
7,15apr1999,15apr1999,11,1
11,17apr1999,17apr1999,11,1
7,15apr1999,15apr1999,21,1
10,15apr1998,01apr1999,21,1
8,08apr1999,08apr1999,21,1
2,10sep1998,16apr1999,11,1
8,15apr1999,15apr1999,11,1
8,07apr1999,07apr1999,20,1
7,,,20,1
5,26mar1999,03apr1999,11,1
5,11apr1999,11apr1999,9,1
11,03apr1999,03apr1999,24,1
6,02apr1999,02apr1999,24,1
6,02apr1999,02apr1999,24,1
11,28mar1999,07apr1999,19,1
9,03apr1999,03apr1999,24,1
6,05apr1999,05apr1999,17,1
4,04apr1999,04apr1999,5,1
7,17apr1999,17apr1999,13,1
8,27mar1999,27mar1999,6,1
9,28mar1999,28mar1999,16,1
5,04mar1999,15apr1999,21,1
8,16apr1999,16apr1999,11,1
4,16apr1999,16apr1999,11,1
6,30mar1999,01apr1999,16,1
3,16apr1999,16apr1999,11,1
14,17apr1999,17apr1999,11,1
13,15apr1999,15apr1999,11,1
8,16apr1999,16apr1999,13,1
6,16apr1999,16apr1999,13,1
7,14apr1999,14apr1999,13,1
6,15apr1999,15apr1999,13,1
7,26mar1999,07apr1999,13,1
6,14apr1999,14apr1999,11,1
9,16apr1999,16apr1999,13,1
9,06may1998,15apr1999,21,1
1,,12apr1999,21,1
7,,,21,1
8,,,21,1
5,12apr1999,12apr1999,21,1
3,14apr1999,14apr1999,11,1
5,02apr1999,02apr1999,24,1
5,03apr1999,16apr1999,11,1
6,03apr1999,03apr1999,24,1
12,03apr1999,03apr1999,16,1
6,02apr1999,02apr1999,20,1
5,13apr1999,13apr1999,11,1
4,26mar1999,26mar1999,21,1
7,15apr1999,15apr1999,11,1
23,15apr1999,15apr1999,11,1
25,29mar1999,29mar1999,16,1
8,27mar1999,07apr1999,21,1
8,16apr1999,16apr1999,27,1
12,16apr1999,16apr1999,13,1
7,17apr1999,17apr1999,11,1
8,15apr1999,15apr1999,11,1
11,04apr1999,04apr1999,8,1
10,13apr1999,13apr1999,21,1
5,26mar1999,10apr1999,21,1
7,15mar1999,24mar1999,20,1
5,26mar1999,16apr1999,11,1
3,17sep1998,17apr1999,11,1
10,16apr1999,16apr1999,27,1
14,15apr1999,15apr1999,27,1
12,03apr1999,03apr1999,24,1
10,15apr1999,15apr1999,11,1
11,24mar1999,24mar1999,24,1
6,15apr1999,15apr1999,11,1
17,15jun1998,15apr1999,15,1
5,28apr1999,28apr1999,20,1
5,29jun1998,30mar1999,15,1
6,24mar1999,24apr1999,2,1
3,29apr1999,29apr1999,20,1
4,29apr1999,29apr1999,20,1
12,30mar1999,02apr1999,20,1
8,30mar1999,30mar1999,5,1
7,01apr1999,01apr1999,5,1
19,01apr1999,01apr1999,5,1
5,03apr1999,03apr1999,5,1
9,01apr1999,01apr1999,5,1
12,01apr1999,01apr1999,5,1
18,26mar1999,26mar1999,5,1
11,31mar1999,31mar1999,,1
8,01apr1999,01apr1999,5,1
6,01apr1999,01apr1999,5,1
8,03apr1999,03apr1999,5,1
6,20apr1999,24apr1999,20,1
6,15mar1999,30apr1999,20,1
6,15mar1999,13apr1999,20,1
8,29apr1999,29apr1999,20,1
4,11mar1999,11mar1999,24,1
18,10apr1999,17apr1999,20,1
3,28apr1999,28apr1999,4,1
2,03apr1999,03apr1999,5,1
6,03apr1999,03apr1999,5,1
8,30apr1999,30apr1999,20,1
3,15apr1999,15apr1999,11,1
23,16apr1999,16apr1999,11,1
6,02apr1999,02apr1999,24,1
7,15mar1999,15mar1999,20,1
4,26apr1999,26apr1999,24,1
16,15mar1999,01apr1999,2,1
21,25mar1999,26apr1999,20,1
11,15apr1999,15apr1999,24,1
8,26apr1999,26apr1999,5,1
6,20apr1999,23apr1999,24,1
9,01may1998,01apr1999,27,1
7,20apr1999,22apr1999,24,1
5,24apr1999,24apr1999,20,1
5,30apr1999,30apr1999,20,1
5,30apr1999,30apr1999,20,1
8,01mar1999,12mar1999,24,1
5,30apr1999,30apr1999,20,1
7,01apr1999,01apr1999,20,1
5,20apr1999,20apr1999,15,1
14,22mar1999,15apr1999,25,1
3,15apr1999,15apr1999,11,1
6,16apr1999,16apr1999,11,1
11,15apr1999,15apr1999,11,1
6,15jun1998,25mar1999,21,1
9,14apr1999,14apr1999,13,1
7,25jul1998,16apr1999,21,1
8,15apr1999,15apr1999,11,1
11,01mar1999,15apr1999,11,1
9,15apr1999,15apr1999,11,1
8,29mar1999,03apr1999,5,1
9,01apr1999,01apr1999,20,1
19,03apr1999,07apr1999,5,1
6,30mar1999,05apr1999,5,1
23,04apr1999,06apr1999,5,1
21,02apr1999,02apr1999,5,1
11,26mar1999,30mar1999,1,1
7,25mar1999,01apr1999,24,1
19,30apr1999,30apr1999,20,1
20,28mar1999,28mar1999,,1
15,18apr1999,18apr1999,13,1
6,27mar1999,27mar1999,20,1
56,29mar1999,29mar1999,5,1
4,02apr1999,03apr1999,24,1
6,05apr1999,06apr1999,25,1
7,12apr1999,15apr1999,21,1
4,10apr1999,15apr1999,11,1
8,27mar1999,31mar1999,,1
9,01apr1999,01apr1999,5,1
,,,20,1
8,30apr1999,30apr1999,20,1
4,28mar1999,28mar1999,20,1
7,29apr1999,29apr1999,20,1
7,30apr1999,30apr1999,20,1
4,25mar1999,29apr1999,20,1
5,01may1999,01may1999,20,1
4,15sep1998,15feb1999,20,1
8,29apr1999,29apr1999,19,1
6,28apr1999,28apr1999,20,1
6,30apr1999,30apr1999,20,1
8,28mar1999,28mar1999,20,1
9,30apr1999,30apr1999,20,1
5,30apr1999,30apr1999,20,1
7,30apr1999,30apr1999,20,1
6,30apr1999,30apr1999,20,1
7,30apr1999,30apr1999,20,1
5,01may1999,01may1999,20,1
23,22mar1999,26mar1999,24,1
5,09apr1999,09apr1999,24,1
4,02apr1999,02apr1999,20,1
5,01apr1999,01apr1999,20,1
5,24apr1999,24apr1999,20,1
8,28mar1999,28mar1999,20,1
27,15mar1999,15mar1999,20,1
12,07apr1999,15apr1999,13,1
10,15sep1998,15oct1998,20,1
9,02apr1999,26apr1999,20,1
7,02apr1999,02apr1999,20,1
11,03sep1998,03apr1999,20,1
5,16apr1999,16apr1999,13,1
5,28mar1999,20apr1999,20,1
7,28mar1999,30mar1999,20,1
5,02apr1998,09apr1999,20,1
10,18apr1999,18apr1999,13,1
8,14jul1998,02apr1999,12,1
6,28mar1999,28mar1999,20,1
5,24mar1999,15apr1999,24,1
8,22apr1999,22apr1999,20,1
10,02aug1998,02apr1999,20,1
6,15jun1998,23jul1998,2,1
2,15apr1999,15apr1999,11,1
17,07apr1999,07apr1999,24,1
15,22mar1999,12apr1999,20,1
6,12apr1999,17apr1999,11,1
13,28mar1999,29mar1999,24,1
